game_date,game_type,venue_id,home_team_id,home_abbrev,away_team_id,away_abbrev,home_win,home_sp_id,away_sp_id,home_sp_throws,away_sp_throws,home_SP_days_rest,away_SP_days_rest,home_SP_laststart_IP,away_SP_laststart_IP,home_BP_IP_d1,away_BP_IP_d1,BP_IP_d1_diff,home_BP_IP_d3,away_BP_IP_d3,BP_IP_d3_diff,weather_temp_f,weather_wind_mph,weather_wind_dir,weather_condition,plate_umpire_id,plate_umpire_name,Home_DaysSinceLast,Away_DaysSinceLast,Home_B2B,Away_B2B,home_BP_HiLevIP_d3,away_BP_HiLevIP_d3,BP_HiLevIP_d3_diff,home_CloserAvail,away_CloserAvail,home_lineup_L_cnt,home_lineup_R_cnt,away_lineup_L_cnt,away_lineup_R_cnt,Lineup_L_cnt_diff,Lineup_R_cnt_diff,home_top4_hitters,away_top4_hitters,Top4_hitters_diff,home_lineup_PA7,away_lineup_PA7,Lineup_PA7_diff,_season,gdate,Park_HRFactor_season,venue_tz,home_team_name_FirstAfterOff,home_team_name_TZChange,home_team_name_3in3,away_team_name_FirstAfterOff,away_team_name_TZChange,away_team_name_3in3,TZChange_diff,FirstAfterOff_diff,ThreeInThree_diff,home_lineup_woba_vsHand,away_lineup_woba_vsHand,Lineup_woba_vsHand_diff,home_SP_KminusBB,away_SP_KminusBB,home_SP_FIP,away_SP_FIP,home_SP_xFIP,away_SP_xFIP,home_SP_FB,away_SP_FB,home_SP_FB_rate,away_SP_FB_rate,SP_KminusBB_diff,SP_FIP_diff,SP_xFIP_diff,SP_FB_rate_diff,Wind_Out_flag,Wind_In_flag,INT_WindOut__ParkHR,INT_WindIn__ParkHR,INT_WindOut__SPFB,home_BP_IP_lastN,away_BP_IP_lastN,BP_IP_lastN_diff,home_BP_xFIP_lastN,away_BP_xFIP_lastN,BP_xFIP_lastN_diff,home_BP_xFIP_season,away_BP_xFIP_season,BP_xFIP_season_diff,_runs,Park_RunFactor_season,Park_RunFactor_diff,Park_Friendly_flag,home_lineup_woba_vsHand_season,away_lineup_woba_vsHand_season,Lineup_woba_vsHand_season_diff,game_id,Team_RunDiffpg_diff,Team_WinPct_diff,Team_LastN_WinPct_diff,Team_Elo_diff,Home_STG_RunDiffpg,Away_STG_RunDiffpg,Home_STG_WinPct,Away_STG_WinPct,Home_LastN_WinPct,Away_LastN_WinPct,INT_SPxFIPdiff__Park,INT_SPKBBdiff__Park,INT_LineupVsHand__SPKBB,INT_LineupSeason__SPxFIP,INT_LastN__Elo,INT_BP_IPxQual_lastN,INT_BP_YdayIPxQual,INT_Wind__Park,INT_Temp__Park,INT_RestDiff__Elo,ABS_SP_xFIP_diff,SQ_SP_xFIP_diff,ABS_SP_FIP_diff,SQ_SP_FIP_diff,ABS_SP_KminusBB_diff,SQ_SP_KminusBB_diff,ABS_Lineup_woba_vsHand_diff,SQ_Lineup_woba_vsHand_diff,ABS_Team_RunDiffpg_diff,SQ_Team_RunDiffpg_diff,ABS_Team_WinPct_diff,SQ_Team_WinPct_diff,ABS_Team_Elo_diff,SQ_Team_Elo_diff,ABS_BP_xFIP_lastN_diff,SQ_BP_xFIP_lastN_diff,ABS_BP_xFIP_season_diff,SQ_BP_xFIP_season_diff
2024-04-15,R,32,158,MIL,135,SD,0,605452,605397,R,R,6.0,6.0,6.333333333333333,4.0,33968.0,35769.333333333336,-1801.3333333333358,337792.0,362152.0,-24360.0,71.0,0.0,None,Roof Closed,427013,Lance Barksdale,,,0.0,0.0,13754.0,14459.333333333334,-705.3333333333339,0.0,0.0,5,6,5,6,0,0,4,3,1,233.0,223.0,10.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.3958221024258759,0.3159763313609467,0.07984577106492918,2.5,3.8910505836575875,-0.2,1.7333333333333334,0.6189999999999998,0.9099999999999999,6.0,10.0,0.0375,0.038910505836575876,-1.3910505836575875,-1.9333333333333333,-0.29100000000000015,-0.0014105058365758774,0.0,0.0,,,-0.0,122.66666666666667,141.0,-18.33333333333333,0.052092391304347715,0.5523404255319149,-0.5002480342275671,0.00235641891891908,0.629048625792812,-0.6266922068738928,10,,,0,0.5517505470459518,0.3603206412825651,0.19142990576338675,746002,,,,-11.569935046894898,,,,,,,,,-0.11106950644245984,-0.055706102577145575,,9.17121396083873,901.1134589885921,,,,0.29100000000000015,0.08468100000000009,1.9333333333333333,3.7377777777777776,1.3910505836575875,1.9350217262941147,0.07984577106492918,0.006375347156953082,,,,,11.569935046894898,133.86339698936683,0.5002480342275671,0.2502480957485452,0.6266922068738928,0.39274312215647006
2024-04-15,R,2681,143,PHI,115,COL,1,605400,615698,R,R,5.0,6.0,6.0,6.0,46834.666666666664,40401.333333333336,6433.3333333333285,410872.0,356468.0,54404.0,77.0,11.0,Out To CF,Partly Cloudy,482666,D.J. Reyburn,,,0.0,0.0,19573.0,14106.666666666666,5466.333333333334,0.0,0.0,4,7,5,6,-1,1,4,4,0,243.0,180.0,63.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.28836805555555556,0.35583941605839414,-0.06747136050283858,0.7380073800738008,1.8115942028985508,3.652173913043478,3.2790697674418605,1.3291304347826083,0.6987209302325581,12.0,11.0,0.04428044280442804,0.03985507246376811,-1.0735868228247498,0.37310414560161753,0.6304095045500502,0.004425370340659929,1.0,0.0,,,0.004425370340659929,141.66666666666666,134.0,7.666666666666657,-0.25718823529411766,1.078358208955224,-1.3355464442493417,0.010714285714285607,0.9794821731748724,-0.9687678874605868,3,,,0,0.3882789317507418,0.4501453488372093,-0.06186641708646751,745597,,,,10.0,,,,,,,,,0.07243636355390579,-0.03900117734376674,,-10.239189405911606,-8592.01545800409,,,,0.6304095045500502,0.39741614342703974,0.37310414560161753,0.13920670346511302,1.0735868228247498,1.1525886661429408,0.06747136050283858,0.0045523844881040065,,,,,10.0,100.0,1.3355464442493417,1.7836843047470599,0.9687678874605868,0.9385112197748483
2024-04-15,R,10,133,ATH,138,STL,0,548389,543243,R,R,5.0,6.0,6.0,5.0,0.0,36026.666666666664,-36026.666666666664,0.0,330484.0,-330484.0,61.0,12.0,Out To RF,Partly Cloudy,573597,Gabe Morales,,,0.0,0.0,0.0,10756.333333333334,-10756.333333333334,1.0,0.0,5,6,5,5,0,1,4,4,0,179.0,189.0,-10.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.3056201550387597,0.3210069444444444,-0.015386789405684664,3.64963503649635,7.8125,-0.1730769230769231,-2.0,-0.13557692307692318,-0.908,10.0,4.0,0.0364963503649635,0.0625,-4.16286496350365,1.8269230769230769,0.7724230769230769,-0.0260036496350365,1.0,0.0,,,-0.0260036496350365,0.0,139.66666666666666,-139.66666666666666,,-0.005620525059665643,,,0.31711850649350654,,4,,,0,0.4498507462686567,0.3780051150895141,0.07184563117914256,745677,,,,-11.569935046894898,,,,,,,,,0.06405312651773384,0.05549522349887384,,,,,,,0.7724230769230769,0.5966374097633136,1.8269230769230769,3.3376479289940826,4.16286496350365,17.329444704366246,0.015386789405684664,0.00023675328821488984,,,,,11.569935046894898,133.86339698936683,,,,
2024-04-15,R,14,141,TOR,147,NYY,1,605135,661563,R,R,6.0,8.0,6.666666666666667,4.333333333333333,33196.0,47606.666666666664,-14410.666666666664,373520.0,365400.0,8120.0,68.0,0.0,None,Roof Closed,605671,Charlie Ramos,,,0.0,0.0,17633.333333333332,17633.333333333332,0.0,0.0,0.0,3,6,6,3,-3,3,4,4,0,187.0,188.0,-1.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.3051446945337621,0.3346303501945525,-0.029485655660790422,2.6578073089700998,3.910614525139665,2.1875,-0.4444444444444444,1.0296874999999996,0.01055555555555543,15.0,3.0,0.04983388704318937,0.01675977653631285,-1.2528072161695651,2.6319444444444446,1.0191319444444442,0.03307411050687652,0.0,0.0,,,0.0,136.66666666666666,143.33333333333334,-6.666666666666686,0.5093414634146343,0.5553139534883722,-0.04597249007373794,0.4247093023255815,0.5031393442622948,-0.07843004193671327,4,,,0,0.4490243902439025,0.45041899441340777,-0.0013946041695052647,744951,,,,10.0,,,,,,,,,0.036939842185329225,-0.0014212856589982297,,0.3064832671582538,662.4942302892794,,,,1.0191319444444442,1.0386299201871136,2.6319444444444446,6.927131558641976,1.2528072161695651,1.5695259208865355,0.029485655660790422,0.0008694038897467022,,,,,10.0,100.0,0.04597249007373794,0.002113469843579933,0.07843004193671327,0.006151271478194602
2024-04-15,R,12,139,TB,108,LAA,0,621107,663776,R,L,7.0,6.0,5.0,5.0,33968.0,44004.0,-10036.0,371896.0,346724.0,25172.0,72.0,0.0,None,Dome,644760,Adam Beck,,,0.0,0.0,16399.0,10403.666666666666,5995.333333333334,0.0,0.0,1,9,4,7,-3,2,4,4,0,193.0,194.0,-1.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.31201550387596905,0.3381024096385542,-0.026086905762585155,5.660377358490567,4.123711340206185,-0.3529411764705882,-0.75,-0.054705882352941264,0.27375000000000016,12.0,8.0,0.07547169811320754,0.041237113402061855,1.5366660182843814,0.3970588235294118,-0.32845588235294143,0.03423458471114569,0.0,0.0,,,0.0,141.33333333333334,128.66666666666666,12.666666666666686,0.5935966981132074,0.5226295336787565,0.07096716443445084,0.20322259136212611,0.3159964093357269,-0.11277381797360081,10,,,0,0.42914110429447855,0.4683023872679045,-0.03916128297342597,745106,,,,-10.0,,,,,,,,,-0.040086861607551615,0.012862753753109848,,0.8989174161697119,-712.2264622641486,,,,0.32845588235294143,0.1078832666522493,0.3970588235294118,0.15765570934256057,1.5366660182843814,2.361342451749975,0.026086905762585155,0.0006805266522659986,,,,,10.0,100.0,0.07096716443445084,0.005036338427866383,0.11277381797360081,0.012717934020342849
2024-04-15,R,3289,121,NYM,134,PIT,1,605288,527048,R,L,6.0,6.0,5.0,8.0,34225.333333333336,28821.333333333332,5404.000000000004,367024.0,331296.0,35728.0,72.0,5.0,Out To RF,Partly Cloudy,554242,Edwin Moscoso,,,0.0,0.0,12872.333333333334,16399.0,-3526.666666666666,0.0,0.0,5,5,4,5,1,0,4,4,0,227.0,185.0,42.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.37017543859649127,0.3264505119453925,0.04372492665109878,-0.6172839506172839,3.6900369003690034,1.3,-0.10526315789473684,2.3920000000000003,0.0007894736842105562,8.0,11.0,0.04938271604938271,0.04059040590405904,-4.3073208509862875,1.405263157894737,2.3912105263157897,0.008792310145323674,1.0,0.0,,,0.008792310145323674,135.33333333333334,147.0,-11.666666666666657,0.4410591133004926,-0.013877551020407915,0.4549366643209005,0.4133026755852842,0.007181372549019764,0.4061213030362645,9,,,0,0.5851724137931035,0.45426997245179074,0.13090244134131274,745840,,,,8.430064953105102,,,,,,,,,-0.18833728827212382,0.31301529565578223,,-5.307594417077168,2458.477733990148,,,,2.3912105263157897,5.717887781163435,1.405263157894737,1.9747645429362886,4.3073208509862875,18.553012913341234,0.04372492665109878,0.0019118692106439687,,,,,8.430064953105102,71.06599511357093,0.4549366643209005,0.20696736854342773,0.4061213030362645,0.16493451277987337
2024-04-15,R,15,109,AZ,112,CHC,0,518876,676962,R,R,6.0,6.0,6.0,4.666666666666667,33196.0,38342.666666666664,-5146.666666666664,336168.0,356468.0,-20300.0,75.0,4.0,Out To RF,Clear,503493,Sean Barber,,,0.0,0.0,15693.666666666666,16046.333333333334,-352.6666666666679,0.0,0.0,4,7,5,8,-1,-1,4,4,0,202.0,187.0,15.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.29844444444444446,0.32337278106508877,-0.02492833662064431,4.511278195488721,4.0462427745664735,0.3214285714285714,0.29032258064516125,0.09857142857142875,-0.04306451612903228,16.0,7.0,0.06015037593984962,0.04046242774566474,0.4650354209222476,0.031105990783410142,0.14163594470046104,0.01968794819418488,1.0,0.0,,,0.01968794819418488,141.66666666666666,130.33333333333334,11.333333333333314,0.053611764705882546,0.27590792838874706,-0.2222961636828645,-0.06608626198083077,0.16717011128775813,-0.2332563732685889,5,,,0,0.4516949152542373,0.45261282660332536,-0.0009179113490880852,747213,,,,-11.569935046894898,,,,,,,,,-0.011592559513272805,-0.00013000924107936564,,-2.5193565217391267,1144.0842557544754,,,,0.14163594470046104,0.020060740831192057,0.031105990783410142,0.0009675826626175967,0.4650354209222476,0.21625794271233198,0.02492833662064431,0.0006214219666721561,,,,,11.569935046894898,133.86339698936683,0.2222961636828645,0.04941558438811889,0.2332563732685889,0.05440853567041527
2024-04-15,R,680,136,SEA,113,CIN,1,669923,593423,R,R,6.0,6.0,4.0,5.0,36284.0,42974.666666666664,-6690.666666666664,332108.0,353220.0,-21112.0,50.0,0.0,Calm,Roof Closed,485856,Jonathan Parra,,,0.0,0.0,13401.333333333334,16046.333333333334,-2645.0,0.0,0.0,6,3,5,4,1,-1,4,4,0,158.0,196.0,-38.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.2746445497630332,0.34120000000000006,-0.06655545023696685,4.263565891472868,2.5510204081632657,-0.27272727272727276,0.6774193548387096,0.050795454545454616,0.6082258064516128,13.0,9.0,0.050387596899224806,0.04591836734693878,1.712545483309602,-0.9501466275659824,-0.5574303519061582,0.004469229552286028,0.0,0.0,,,0.0,140.33333333333334,132.33333333333334,8.0,-0.1142992874109261,0.4084760705289673,-0.5227753579398934,-0.10667687595712111,0.13286096256684507,-0.23953783852396618,12,,,0,0.44253968253968246,0.5060606060606061,-0.06352092352092364,745268,,,,10.0,,,,,,,,,-0.11397923569295457,0.03540849075167263,,-4.182202863519147,3497.715661523179,,,,0.5574303519061582,0.31072859722622337,0.9501466275659824,0.9027786138750098,1.712545483309602,2.9328120324041187,0.06655545023696685,0.004429627956245371,,,,,10.0,100.0,0.5227753579398934,0.27329407486918367,0.23953783852396618,0.057378376084733694
2024-04-15,R,22,119,LAD,120,WSH,0,607192,680730,R,L,6.0,,7.0,,40658.666666666664,39372.0,1286.6666666666642,385700.0,356468.0,29232.0,62.0,6.0,Out To RF,Clear,594151,Ramon De Jesus,,,0.0,0.0,20454.666666666668,14635.666666666666,5819.000000000002,0.0,0.0,6,6,5,4,1,2,4,4,0,230.0,164.0,66.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.2914728682170542,0.3570063694267516,-0.06553350120969742,10.106382978723403,,-1.7692307692307692,,-2.2442307692307693,,5.0,0.0,0.026595744680851064,,,,,,1.0,0.0,,,,142.0,128.66666666666666,13.333333333333343,0.07975352112676089,0.12306994818652835,-0.04331642705976746,0.23743128964059199,-0.008520871143375668,0.24595216078396764,10,,,0,0.37076923076923074,0.5289823008849558,-0.15821307011572505,746158,,,,-11.569935046894898,,,,,,,,,,,,-0.5775523607968999,-55.73380281690069,,,,,,,,,,0.06553350120969742,0.004294639780801413,,,,,11.569935046894898,133.86339698936683,0.04331642705976746,0.0018763128532241545,0.24595216078396764,0.06049246539430267
2024-04-15,R,4169,146,MIA,137,SF,0,665795,690986,R,L,,6.0,,6.0,42460.0,32424.0,10036.0,375956.0,322364.0,53592.0,76.0,10.0,L To R,Partly Cloudy,427113,Laz Diaz,,,0.0,0.0,16046.333333333334,14459.333333333334,1587.0,0.0,0.0,6,6,5,5,1,1,4,4,0,177.0,203.0,-26.0,2024,2024-04-15,,,0,0,0,0,0,0,0,0,0,0.24047619047619045,0.3055,-0.06502380952380954,,5.46875,,1.875,,-0.009999999999999787,0.0,16.0,,0.0625,,,,,0.0,0.0,,,,141.33333333333334,134.66666666666666,6.666666666666686,1.0914622641509433,0.20138613861386143,0.8900761255370818,0.950081081081081,0.35148387096774186,0.5985972101133392,7,,,0,0.36272727272727273,0.4109929078014185,-0.048265635074145774,746080,,,,-11.569935046894898,,,,,,,,,,,,5.9338408369138955,8932.803995890154,,,,,,,,,,0.06502380952380954,0.0042280958049886646,,,,,11.569935046894898,133.86339698936683,0.8900761255370818,0.7922355092511031,0.5985972101133392,0.3583186199554732
